date,symbol,open,high,low,close,volume
2024-01-11,SP034,67.9108,68.3202,67.5086,67.918,113613
2024-01-11,SP035,71.1418,71.7697,70.4771,71.1047,128961
2024-01-11,SP036,71.9126,72.9773,71.3691,72.4299,157783
2024-01-11,SP037,70.0891,70.7425,69.6018,70.2541,150241
2024-01-11,SP038,75.8416,76.9482,73.7725,74.8648,207668
2024-01-11,SP039,75.628,76.7251,74.7571,75.8516,208853
2024-01-11,SP040,72.6071,74.9879,71.3949,73.7565,198319
2024-01-11,SP041,77.7532,78.5412,75.8493,76.626,173810
2024-01-11,SP042,77.5022,78.3595,76.9449,77.8001,141875
2024-01-11,SP043,78.7068,82.6913,76.9759,80.9119,129686
2024-01-11,SP044,82.2408,86.0579,80.8318,84.6084,146655
2024-01-11,SP045,83.2194,83.9173,82.1677,82.8627,94676
2024-01-11,SP046,82.1412,85.6783,80.5365,84.0366,220776
2024-01-11,SP047,85.2628,85.9423,84.1169,84.7927,217984
2024-01-12,SP000,33.4859,34.2432,33.0232,33.7764,144026
2024-01-12,SP001,37.3881,37.9663,36.0037,36.5692,241182
2024-01-12,SP002,37.7362,38.3888,36.093,36.7281,324706
2024-01-12,SP003,38.4944,40.2667,37.6988,39.4514,266598
2024-01-12,SP004,38.7436,40.0528,38.1139,39.4123,147891
2024-01-12,SP005,38.4385,38.717,38.1754,38.4538,212620
2024-01-12,SP006,40.4171,41.3784,39.8851,40.8408,222930
2024-01-12,SP007,42.598,43.0053,42.2991,42.7056,127033
2024-01-12,SP008,43.2645,44.1929,42.7172,43.6408,218177
2024-01-12,SP009,43.6751,44.0042,43.0614,43.3884,150163
2024-01-12,SP010,44.2804,44.5471,44.1032,44.3695,174183
2024-01-12,SP011,44.6578,45.8229,44.2151,45.3731,175994
2024-01-12,SP012,48.8589,49.6428,47.4143,48.1875,298631
2024-01-12,SP013,48.9748,49.6914,47.2995,48.0019,252150
2024-01-12,SP014,47.3072,48.463,46.6869,47.8357,253733
2024-01-12,SP015,48.5957,48.8312,48.346,48.5814,147590
2024-01-12,SP016,52.4771,52.9621,51.6375,52.1192,176796
2024-01-12,SP017,51.7988,52.2846,51.5656,52.0504,133259
2024-01-12,SP018,52.8459,53.2293,52.5562,52.9392,189188
2024-01-12,SP019,56.2054,57.989,55.3023,57.0719,91389
2024-01-12,SP020,53.8819,54.3122,52.9348,53.3609,249491
2024-01-12,SP021,58.4634,59.3101,58.025,58.8687,123178
2024-01-12,SP022,61.8175,62.3481,61.4746,62.0041,235017
2024-01-12,SP023,59.387,60.8952,58.7506,60.2495,387579
2024-01-12,SP024,59.4769,60.0123,58.5593,59.0913,174220
2024-01-12,SP025,60.2682,60.9484,59.6347,60.3144,210120
2024-01-12,SP026,61.5336,62.6136,60.8703,61.946,184076
2024-01-12,SP027,61.8305,62.1956,61.2853,61.6493,237751
2024-01-12,SP028,65.7432,66.6542,65.074,65.9826,106660
2024-01-12,SP029,61.728,62.3002,60.1597,60.7226,248141
